index,weekPosition,previousPosition,pPosition,totalWeeks,titleArtist,entryDate,entryPosition,Ovreral_peakPosition,Overral_tW,artist,songs,WeekOf
1024,5,4,4,10,Sunflower (Spider-Man: Into The Spider-Verse)               POST MALONE & SWAE LEE,11/3/18,9,4,10,             POST MALONE & SWAE LEE,Sunflower (Spider-Man: Into The Spider-Verse),10/27/18
1025,6,6,5,19,High Hopes                                                  PANIC! AT THE DISCO,9/1/18,90,5,19,             PANIC! AT THE DISCO,High Hopes,10/27/18
1026,7,5,3,19,Happier                                                     MARSHMELLO & BASTILLE,9/1/18,63,3,19,             MARSHMELLO & BASTILLE,Happier,10/27/18
1027,8,13,8,5,Jingle Bell Rock                                            BOBBY HELMS,12/8/18,33,8,5,             BOBBY HELMS,Jingle Bell Rock,10/27/18
1028,9,11,9,5,Rockin' Around The Christmas Tree                           BRENDA LEE,12/8/18,23,9,5,             BRENDA LEE,Rockin' Around The Christmas Tree,10/27/18
1029,10,12,10,5,A Holly Jolly Christmas                                     BURL IVES,12/8/18,26,10,5,             BURL IVES,A Holly Jolly Christmas,10/27/18
1030,11,17,11,5,The Christmas Song (Merry Christmas To You)                 NAT KING COLE,12/8/18,39,11,5,             NAT KING COLE,The Christmas Song (Merry Christmas To You),10/27/18
1031,12,9,4,15,Drip Too Hard                                               LIL BABY & GUNNA,9/29/18,28,4,15,             LIL BABY & GUNNA,Drip Too Hard,10/27/18
1032,13,10,10,5,It's The Most Wonderful Time Of The Year                    ANDY WILLIAMS,12/8/18,21,10,5,             ANDY WILLIAMS,It's The Most Wonderful Time Of The Year,10/27/18
1033,14,15,1,31,Girls Like You                                              MAROON 5 featuring CARDI B,6/9/18,94,1,31,             MAROON 5 featuring CARDI B,Girls Like You,10/27/18
1034,15,8,2,11,Zeze                                                        KODAK BLACK featuring TRAVIS SCOTT & OFFSET,10/27/18,2,2,11,             KODAK BLACK featuring TRAVIS SCOTT & OFFSET,Zeze,10/27/18
1035,16,28,16,4,Rudolph The Red-Nosed Reindeer                              GENE AUTRY,12/15/18,36,16,4,             GENE AUTRY,Rudolph The Red-Nosed Reindeer,10/27/18
1036,17,16,6,18,Mo Bamba                                                    SHECK WES,9/8/18,82,6,18,             SHECK WES,Mo Bamba,10/27/18
1037,18,14,11,15,Wake Up In The Sky                                          GUCCI MANE & BRUNO MARS & KODAK BLACK,9/29/18,30,11,15,             GUCCI MANE & BRUNO MARS & KODAK BLACK,Wake Up In The Sky,10/27/18
1038,19,30,13,10,Money                                                       CARDI B,11/3/18,54,13,10,             CARDI B,Money,10/27/18
1039,20,32,20,4,"Let It Snow, Let It Snow, Let It Snow                       DEAN MARTIN",12/15/18,41,20,4,             DEAN MARTIN,"Let It Snow, Let It Snow, Let It Snow",10/27/18
1040,21,18,16,24,"Eastside                                                    BENNY BLANCO, HALSEY & KHALID",7/28/18,56,16,24,"             BENNY BLANCO, HALSEY & KHALID",Eastside,10/27/18
1041,22,19,12,19,Breathin'                                                   ARIANA GRANDE,9/1/18,22,12,19,             ARIANA GRANDE,Breathin',10/27/18
1042,23,21,3,35,Better Now                                                  POST MALONE,5/12/18,7,3,35,             POST MALONE,Better Now,10/27/18
1043,24,20,7,30,Youngblood                                                  5 SECONDS OF SUMMER,6/16/18,96,7,30,             5 SECONDS OF SUMMER,Youngblood,10/27/18
1044,25,27,25,5,Last Christmas                                              WHAM!,12/8/18,43,25,5,             WHAM!,Last Christmas,10/27/18
1045,26,33,26,3,Sleigh Ride                                                 THE RONETTES,12/22/18,41,26,3,             THE RONETTES,Sleigh Ride,10/27/18
1046,27,23,2,33,Lucid Dreams                                                JUICE WRLD,5/26/18,74,2,33,             JUICE WRLD,Lucid Dreams,10/27/18
1047,28,35,28,3,Here Comes Santa Claus (Down Santa Claus Lane)              GENE AUTRY,12/22/18,40,28,3,             GENE AUTRY,Here Comes Santa Claus (Down Santa Claus Lane),10/27/18
1048,29,34,29,3,Feliz Navidad                                               JOSE FELICIANO,12/22/18,42,29,3,             JOSE FELICIANO,Feliz Navidad,10/27/18
1049,30,25,11,13,"Taki Taki                                                   DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",10/13/18,27,11,13,"             DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",Taki Taki,10/27/18
1050,31,26,5,11,MIA                                                         BAD BUNNY featuring DRAKE,10/27/18,5,5,11,             BAD BUNNY featuring DRAKE,MIA,10/27/18
1051,32,41,32,2,(There's No Place Like) Home For The Holidays               PERRY COMO,12/29/18,41,32,2,             PERRY COMO,(There's No Place Like) Home For The Holidays,10/27/18
1052,33,31,27,15,Leave Me Alone                                              FLIPP DINERO,9/29/18,96,27,15,             FLIPP DINERO,Leave Me Alone,10/27/18
1053,34,48,34,2,White Christmas                                             BING CROSBY,12/29/18,48,34,2,             BING CROSBY,White Christmas,10/27/18
1054,35,42,35,2,It's Beginning To Look A Lot Like Christmas                 PERRY COMO & THE FONTANE SISTERS,12/29/18,42,35,2,             PERRY COMO & THE FONTANE SISTERS,It's Beginning To Look A Lot Like Christmas,10/27/18
1055,36,22,6,4,Going Bad                                                   MEEK MILL featuring DRAKE,12/15/18,6,6,4,             MEEK MILL featuring DRAKE,Going Bad,10/27/18
1056,37,0,37,1,A Lot                                                       21 SAVAGE,1/5/19,37,37,1,             21 SAVAGE,A Lot,10/27/18
1057,38,29,11,21,Trip                                                        ELLA MAI,8/18/18,79,11,21,             ELLA MAI,Trip,10/27/18
1058,39,40,1,38,"I Like It                                                   CARDI B, BAD BUNNY & J BALVIN",4/21/18,8,1,38,"             CARDI B, BAD BUNNY & J BALVIN",I Like It,10/27/18
1059,40,0,40,1,Blue Christmas                                              ELVIS PRESLEY,1/5/19,40,40,1,             ELVIS PRESLEY,Blue Christmas,10/27/18
1060,41,36,33,16,Speechless                                                  DAN + SHAY,9/22/18,95,33,16,             DAN + SHAY,Speechless,10/27/18
1061,42,45,42,2,Happy Xmas (War Is Over)                                    JOHN & YOKO / THE PLASTIC ONO BAND with THE HARLEM COMMUNITY,12/29/18,45,42,2,             JOHN & YOKO / THE PLASTIC ONO BAND with THE HARLEM COMMUNITY,Happy Xmas (War Is Over),10/27/18
1062,43,50,43,2,Christmas (Baby Please Come Home)                           DARLENE LOVE,12/29/18,50,43,2,             DARLENE LOVE,Christmas (Baby Please Come Home),10/27/18
1063,44,0,44,1,Underneath The Tree                                         KELLY CLARKSON,1/5/19,44,44,1,             KELLY CLARKSON,Underneath The Tree,10/27/18
1064,45,0,45,1,Run Rudolph Run                                             CHUCK BERRY,1/5/19,45,45,1,             CHUCK BERRY,Run Rudolph Run,10/27/18
1065,46,43,13,23,Natural                                                     IMAGINE DRAGONS,8/4/18,37,13,23,             IMAGINE DRAGONS,Natural,10/27/18
1066,47,0,47,1,Wow.                                                        POST MALONE,1/5/19,47,47,1,             POST MALONE,Wow.,10/27/18
1067,48,37,9,45,Love Lies                                                   KHALID & NORMANI,3/3/18,43,9,45,             KHALID & NORMANI,Love Lies,10/27/18
1068,49,0,49,1,Jingle Bells                                                FRANK SINATRA,1/5/19,49,49,1,             FRANK SINATRA,Jingle Bells,10/27/18
1069,50,38,30,21,Beautiful                                                   BAZZI featuring CAMILA CABELLO,8/18/18,60,30,21,             BAZZI featuring CAMILA CABELLO,Beautiful,10/27/18
1070,51,39,29,15,Better                                                      KHALID,9/29/18,45,29,15,             KHALID,Better,10/27/18
1071,52,44,5,13,Shallow                                                     LADY GAGA & BRADLEY COOPER,10/13/18,28,5,13,             LADY GAGA & BRADLEY COOPER,Shallow,10/27/18
1072,53,68,53,2,Cozy Little Christmas                                       KATY PERRY,12/29/18,68,53,2,             KATY PERRY,Cozy Little Christmas,10/27/18
1073,54,51,34,20,She Got The Best Of Me                                      LUKE COMBS,8/25/18,95,34,20,             LUKE COMBS,She Got The Best Of Me,10/27/18
1074,55,90,55,2,The Christmas Song                                          LAUREN DAIGLE,12/29/18,90,55,2,             LAUREN DAIGLE,The Christmas Song,10/27/18
1075,56,49,7,13,Uproar                                                      LIL WAYNE,10/13/18,7,7,13,             LIL WAYNE,Uproar,10/27/18
1076,57,0,57,1,Swervin                                                     A BOOGIE WIT DA HOODIE featuring 6IX9INE,1/5/19,57,57,1,             A BOOGIE WIT DA HOODIE featuring 6IX9INE,Swervin,10/27/18
1077,58,0,58,1,Can't Leave Without It                                      21 SAVAGE,1/5/19,58,58,1,             21 SAVAGE,Can't Leave Without It,10/27/18
1078,59,59,44,24,You Say                                                     LAUREN DAIGLE,7/28/18,53,44,24,             LAUREN DAIGLE,You Say,10/27/18
1079,60,57,57,6,Close To Me                                                 ELLIE GOULDING x DIPLO featuring SWAE LEE,12/1/18,98,57,6,             ELLIE GOULDING x DIPLO featuring SWAE LEE,Close To Me,10/27/18
1080,61,55,46,15,Best Shot                                                   JIMMIE ALLEN,9/29/18,97,46,15,             JIMMIE ALLEN,Best Shot,10/27/18
1081,62,53,31,18,Dangerous                                                   MEEK MILL featuring JEREMIH & PNB ROCK,9/8/18,88,31,18,             MEEK MILL featuring JEREMIH & PNB ROCK,Dangerous,10/27/18
1082,63,63,63,9,Be Alright                                                  DEAN LEWIS,11/10/18,94,63,9,             DEAN LEWIS,Be Alright,10/27/18
1083,64,54,53,19,Drunk Me                                                    MITCHELL TENPENNY,9/1/18,83,53,19,             MITCHELL TENPENNY,Drunk Me,10/27/18
1084,65,0,65,1,Startender                                                  A BOOGIE WIT DA HOODIE featuring OFFSET & TYGA,1/5/19,65,65,1,             A BOOGIE WIT DA HOODIE featuring OFFSET & TYGA,Startender,10/27/18
1085,66,96,66,3,Look Back At It                                             A BOOGIE WIT DA HOODIE,12/22/18,95,66,3,             A BOOGIE WIT DA HOODIE,Look Back At It,10/27/18
1086,67,0,67,1,All My Friends                                              21 SAVAGE,1/5/19,67,67,1,             21 SAVAGE,All My Friends,10/27/18
1087,68,52,16,7,Bad!                                                        XXXTENTACION,11/24/18,16,16,7,             XXXTENTACION,Bad!,10/27/18
1088,69,64,64,10,Backin' It Up                                               PARDISON FONTAINE faeturing CARDI B,11/3/18,95,64,10,             PARDISON FONTAINE faeturing CARDI B,Backin' It Up,10/27/18
1089,70,0,70,1,Break Da Law                                                21 SAVAGE,1/5/19,70,70,1,             21 SAVAGE,Break Da Law,10/27/18
1090,71,24,24,2,Imagine                                                     ARIANA GRANDE,12/29/18,24,24,2,             ARIANA GRANDE,Imagine,10/27/18
1091,72,61,61,9,TAlk tO Me                                                  TORY LANEZ & RICH THE KID,11/10/18,76,61,9,             TORY LANEZ & RICH THE KID,TAlk tO Me,10/27/18
1092,73,0,73,1,Monster                                                     21 SAVAGE,1/5/19,73,73,1,             21 SAVAGE,Monster,10/27/18
1093,74,46,46,4,Calling My Spirit                                           KODAK BLACK,12/15/18,64,46,4,             KODAK BLACK,Calling My Spirit,10/27/18
1094,75,69,69,8,Consequences                                                CAMILA CABELLO,11/17/18,97,69,8,             CAMILA CABELLO,Consequences,10/27/18
1095,76,60,44,7,Armed And Dangerous                                         JUICE WRLD,11/24/18,44,44,7,             JUICE WRLD,Armed And Dangerous,10/27/18
1096,77,62,28,9,Arms Around You                                             XXXTENTACION & LIL PUMP featuring MALUMA & SWAE LEE,11/10/18,28,28,9,             XXXTENTACION & LIL PUMP featuring MALUMA & SWAE LEE,Arms Around You,10/27/18
1097,78,56,56,4,Nothing Breaks Like A Heart                                 MIKE RONSON featuring MILEY CYRUS,12/15/18,67,56,4,             MIKE RONSON featuring MILEY CYRUS,Nothing Breaks Like A Heart,10/27/18
1098,79,67,67,7,Sixteen                                                     THOMAS RHETT,11/24/18,91,67,7,             THOMAS RHETT,Sixteen,10/27/18
1099,80,65,65,10,Burning Man                                                 DIERKS BENTLEY featuring BROTHERS OSBORNE,11/3/18,100,65,10,             DIERKS BENTLEY featuring BROTHERS OSBORNE,Burning Man,10/27/18
1100,81,81,81,3,Beautiful Crazy                                             LUKE COMBS,12/22/18,97,81,3,             LUKE COMBS,Beautiful Crazy,10/27/18
1101,82,77,52,10,When The Party's Over                                       BILLIE EILISH,11/3/18,65,52,10,             BILLIE EILISH,When The Party's Over,10/27/18
1102,83,87,83,2,Sweet But Psycho                                            AVA MAX,12/29/18,87,83,2,             AVA MAX,Sweet But Psycho,10/27/18
1103,84,66,66,9,This Feeliing                                               THE CHAINSMOKERS featuring KELSEA BALLERINI,11/10/18,98,66,9,             THE CHAINSMOKERS featuring KELSEA BALLERINI,This Feeliing,10/27/18
1104,85,75,75,5,You                                                         JACQUEES,12/8/18,90,75,5,             JACQUEES,You,10/27/18
1105,86,0,86,1,1.5                                                         21 SAVAGE,1/5/19,86,86,1,             21 SAVAGE,1.5,10/27/18
1106,87,71,71,3,Girl Like You                                               JASON ALDEAN,12/22/18,77,71,3,             JASON ALDEAN,Girl Like You,10/27/18
1107,88,0,88,1,Out For The Night                                           21 SAVAGE,1/5/19,88,88,1,             21 SAVAGE,Out For The Night,10/27/18
